id,id_alumno,id_aplicacion,carrera,promedio_anterior,semestre,materias,transporte,familiares,trabajo,beca,sexo,edad,estado_civil,fecha_aplicacion,fecha_fin,promedio_ansiedad,suma_ansiedad,num_preguntas,categoria,ansiedad_familia,ansiedad_escuela,ansiedad_social,nivel_ansiedad
808,2534,3,ICD,89.2,4,6,3,0,1,0,F,27,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
809,2535,3,IINF,82.0,4,7,3,0,0,1,M,25,Casado,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
810,2536,3,ISC,91.0,2,6,1,0,0,0,M,28,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
811,2537,3,IGE,78.8,3,7,3,0,0,1,M,19,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
812,2538,3,IGE,81.0,3,7,2,0,1,0,F,25,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
813,2539,3,ISC,80.2,10,4,1,0,0,0,M,25,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
814,2540,3,IGE,94.9,9,7,2,0,0,0,M,18,Casado,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
815,2541,3,IINF,92.7,9,6,3,0,0,0,F,23,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
816,2542,3,IINF,86.5,2,6,0,0,0,0,M,25,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
817,2543,3,IGE,80.2,4,6,0,0,1,1,M,22,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
818,2544,3,IGE,84.9,7,8,2,0,0,0,F,27,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
819,2545,3,IINF,86.3,10,4,2,0,0,0,F,18,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
820,2546,3,ISC,93.2,5,5,2,0,0,1,M,26,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
821,2547,3,ICD,77.9,1,6,1,0,0,0,M,20,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
822,2548,3,ISC,82.5,4,4,2,0,0,1,F,23,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
823,2549,3,ISC,91.9,8,6,1,0,0,0,F,19,Soltero,2025-04-01,2025-04-04,1.1429,8.0,7,ansiedad,,,,Medio
824,2550,3,IGE,86.8,3,8,2,0,0,0,F,20,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
825,2551,3,ISC,85.3,5,5,0,0,0,0,F,28,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
826,2552,3,ISC,84.9,7,4,1,0,0,0,M,20,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
827,2553,3,IINF,85.2,4,4,0,0,0,0,M,23,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
828,2554,3,ICD,73.9,3,4,3,0,0,0,M,21,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
829,2555,3,ISC,79.2,9,4,0,0,0,0,F,23,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
830,2556,3,IINF,74.7,2,7,0,0,0,0,F,21,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
831,2557,3,ICD,80.0,9,7,1,0,1,0,M,21,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
832,2558,3,IINF,80.1,2,8,3,0,1,0,F,23,Casado,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
833,2559,3,IGE,75.3,7,8,3,0,1,0,M,28,Casado,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
834,2560,3,IINF,92.1,10,6,3,0,0,0,M,19,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
835,2561,3,ISC,85.2,2,6,0,0,0,0,M,28,Soltero,2025-04-01,2025-04-04,1.4286,10.0,7,ansiedad,,,,Medio
836,2562,3,ISC,92.6,3,5,3,0,0,0,M,26,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
837,2563,3,IGE,71.1,8,8,3,0,0,0,F,18,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
838,2564,3,ISC,73.5,6,6,0,0,1,0,F,25,Soltero,2025-04-01,2025-04-04,1.4286,10.0,7,ansiedad,,,,Medio
839,2565,3,ICD,74.4,7,7,1,0,0,0,M,20,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
840,2566,3,ISC,88.2,8,4,1,0,0,0,F,20,Soltero,2025-04-01,2025-04-04,1.4286,10.0,7,ansiedad,,,,Medio
841,2567,3,IINF,91.7,5,7,1,0,0,0,M,25,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
842,2568,3,IINF,91.3,5,6,3,0,1,0,F,28,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
843,2569,3,ISC,70.7,3,7,1,0,1,1,M,26,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
844,2570,3,ICD,94.8,7,5,3,0,0,0,M,18,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
845,2571,3,ISC,70.4,5,8,3,0,0,0,M,19,Casado,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
846,2572,3,ICD,70.5,2,7,3,0,0,0,M,25,Casado,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
847,2573,3,ISC,76.4,10,5,0,0,0,0,F,20,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
848,2574,3,IGE,80.8,8,6,2,0,0,1,F,22,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
849,2575,3,ICD,73.4,5,6,2,0,1,0,F,19,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
850,2576,3,ICD,76.5,7,6,1,0,0,0,F,19,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
851,2577,3,IGE,93.1,5,8,2,0,0,0,M,20,Casado,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
852,2578,3,IGE,73.3,5,4,3,0,1,0,M,20,Casado,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
853,2579,3,ISC,88.2,10,4,2,0,0,0,F,28,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
854,2580,3,IINF,94.0,2,6,3,0,0,0,F,24,Casado,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
855,2581,3,IINF,71.5,4,8,3,0,0,0,M,20,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
856,2582,3,IGE,72.7,8,5,1,0,0,0,M,21,Casado,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
857,2583,3,ICD,72.1,2,8,3,0,0,0,M,19,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
858,2584,3,ISC,80.3,1,8,1,0,1,0,M,27,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
859,2585,3,IINF,72.1,8,7,3,0,0,0,F,26,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
860,2586,3,ICD,92.8,8,7,0,0,1,0,F,21,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
861,2587,3,ISC,92.1,10,5,1,0,0,0,M,20,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
862,2588,3,ISC,86.2,7,4,0,0,1,0,M,24,Casado,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
863,2589,3,IGE,85.4,2,8,1,0,0,0,F,18,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
864,2590,3,ISC,72.3,9,5,0,0,0,0,M,23,Casado,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
865,2591,3,IGE,88.9,10,6,2,0,0,0,F,24,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
866,2592,3,IINF,75.3,4,8,3,0,1,0,F,25,Casado,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
867,2593,3,ISC,79.6,6,4,1,0,0,0,F,22,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
868,2594,3,ISC,88.5,5,8,3,0,1,1,F,21,Casado,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
869,2595,3,ICD,73.7,10,8,2,0,1,0,F,25,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
870,2596,3,IGE,86.8,5,5,2,0,1,0,F,26,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
871,2597,3,ISC,86.4,6,7,1,0,0,0,F,19,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
872,2598,3,ICD,87.4,5,6,3,0,0,1,M,25,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
873,2599,3,ISC,93.3,2,7,0,0,0,1,F,18,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
874,2600,3,IGE,93.0,2,4,0,0,1,1,F,19,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
875,2601,3,ISC,79.2,9,7,0,0,1,0,M,20,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
876,2602,3,ICD,82.9,10,7,1,0,0,0,F,28,Casado,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
877,2603,3,IGE,84.3,8,5,2,0,0,0,M,26,Casado,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
878,2604,3,ICD,79.9,10,8,3,0,0,0,F,28,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
879,2605,3,IINF,83.7,2,6,1,0,0,1,M,21,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
880,2606,3,IINF,86.1,9,8,0,0,0,1,F,26,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
881,2607,3,ICD,72.1,2,7,0,0,0,0,F,19,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
882,2608,3,ISC,82.8,3,4,1,0,0,0,M,23,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
883,2609,3,IGE,83.8,5,8,0,0,0,0,M,21,Casado,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
884,2610,3,ISC,83.8,10,7,1,0,0,0,M,27,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
885,2611,3,IGE,86.0,2,7,0,0,1,0,M,24,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
886,2612,3,IGE,84.3,10,6,1,0,1,1,F,21,Casado,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
887,2613,3,ICD,81.2,2,6,1,0,1,0,M,19,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
888,2614,3,IGE,78.6,5,8,2,0,1,0,F,27,Casado,2025-04-01,2025-04-04,1.4286,10.0,7,ansiedad,,,,Medio
889,2615,3,IINF,86.0,6,5,0,0,1,0,F,21,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
890,2616,3,ICD,94.9,5,4,0,0,0,1,F,20,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
891,2617,3,ICD,71.3,9,7,3,0,1,0,M,28,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
892,2618,3,IINF,94.6,9,5,2,0,0,0,F,18,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
893,2619,3,IGE,83.9,9,7,1,0,0,0,M,21,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
894,2620,3,IGE,92.3,6,5,1,0,0,0,M,21,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
895,2621,3,ISC,76.6,5,7,0,0,1,0,M,28,Casado,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
896,2622,3,ISC,70.2,3,7,2,0,0,0,M,21,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
897,2623,3,ICD,87.8,9,4,2,0,1,0,M,25,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
898,2624,3,IGE,81.2,1,5,2,0,0,0,M,23,Casado,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
899,2625,3,IGE,86.9,8,6,1,0,1,0,M,19,Casado,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
900,2626,3,IGE,81.2,9,4,2,0,1,0,F,27,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
901,2627,3,ICD,70.8,8,8,3,0,0,0,F,19,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
902,2628,3,ICD,75.1,10,5,3,0,0,1,F,19,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
903,2629,3,IINF,73.7,3,4,1,0,0,0,M,23,Soltero,2025-04-01,2025-04-04,1.4286,10.0,7,ansiedad,,,,Medio
904,2630,3,ISC,70.8,8,8,3,0,0,0,F,28,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
905,2631,3,ISC,78.6,1,4,3,0,1,0,F,28,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
906,2632,3,ISC,70.6,5,6,2,0,1,0,M,24,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
907,2633,3,IINF,72.6,5,6,0,0,0,0,M,27,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
908,2634,3,IINF,87.6,9,5,2,0,1,0,M,20,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
909,2635,3,ISC,72.7,9,8,2,0,0,0,F,18,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
910,2636,3,ISC,70.5,4,7,1,0,1,0,M,21,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
911,2637,3,IINF,72.5,1,8,1,0,0,0,F,23,Soltero,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
912,2638,3,ICD,92.3,3,8,3,0,1,0,M,22,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
913,2639,3,IINF,94.7,7,8,0,0,1,0,M,19,Casado,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
914,2640,3,ISC,91.8,10,8,0,0,0,0,F,27,Casado,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
915,2641,3,IGE,90.2,10,5,0,0,1,1,F,21,Soltero,2025-04-01,2025-04-04,1.2857,9.0,7,ansiedad,,,,Medio
916,2642,3,ISC,84.1,6,5,1,0,1,0,M,24,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
917,2643,3,ISC,88.7,10,6,3,0,1,0,M,19,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
918,2644,3,IINF,77.9,3,5,0,0,0,1,M,27,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
919,2645,3,IINF,74.5,8,5,3,0,0,0,M,24,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
920,2646,3,IINF,92.3,1,6,1,0,0,1,M,21,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
921,2647,3,IGE,82.6,8,4,0,0,0,0,M,21,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
922,2648,3,IGE,84.8,5,4,0,0,1,0,F,23,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
923,2649,3,IINF,88.2,10,8,2,0,0,0,F,24,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
924,2650,3,IGE,73.4,10,8,2,0,0,0,F,22,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
925,2651,3,ICD,79.2,4,7,2,0,0,1,F,20,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
926,2652,3,IGE,79.7,9,6,2,0,0,0,M,22,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
927,2653,3,ISC,87.6,4,6,1,0,0,1,F,20,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
928,2654,3,ICD,92.3,7,5,3,0,0,0,M,27,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
929,2655,3,ISC,71.2,10,6,3,0,0,0,M,27,Casado,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
930,2656,3,IGE,85.0,10,6,0,0,0,1,F,25,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
931,2657,3,IGE,90.6,9,4,2,0,0,0,F,25,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
932,2658,3,ICD,75.1,4,4,2,0,1,0,F,26,Casado,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
933,2659,3,IINF,94.0,1,6,2,0,0,0,M,19,Casado,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
934,2660,3,IINF,70.3,1,4,0,0,0,0,M,26,Casado,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
935,2661,3,IGE,94.2,10,7,0,0,1,0,F,26,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
936,2662,3,IGE,83.7,3,5,3,0,1,0,M,21,Casado,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
937,2663,3,IINF,84.0,2,4,3,0,1,1,M,28,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
938,2664,3,IINF,80.8,2,5,1,0,0,0,M,24,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
939,2665,3,IGE,92.6,1,4,0,0,0,0,F,21,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
940,2666,3,IGE,71.4,7,6,1,0,0,0,M,25,Casado,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
941,2667,3,IGE,90.3,3,4,3,0,0,0,F,18,Soltero,2025-04-01,2025-04-04,1.4286,10.0,7,ansiedad,,,,Medio
942,2668,3,ISC,71.3,4,8,0,0,0,0,F,22,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
943,2669,3,IGE,87.9,4,5,3,0,1,1,F,28,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
944,2670,3,ISC,92.4,4,5,2,0,0,0,M,21,Casado,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
945,2671,3,ISC,79.0,3,8,1,0,0,1,M,24,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
946,2672,3,IINF,92.6,10,4,3,0,1,0,F,20,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
947,2673,3,IINF,94.2,8,8,0,0,1,0,M,26,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
948,2674,3,ICD,79.8,4,7,2,0,0,0,M,27,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
949,2675,3,ISC,74.7,2,8,1,0,0,1,M,22,Casado,2025-04-01,2025-04-04,0.5714,4.0,7,ansiedad,,,,Bajo
950,2676,3,IGE,79.6,1,6,1,0,0,1,F,22,Soltero,2025-04-01,2025-04-04,1.4286,10.0,7,ansiedad,,,,Medio
951,2677,3,ISC,77.6,5,8,0,0,1,0,F,18,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
952,2678,3,IINF,82.5,2,7,1,0,0,0,M,18,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
953,2679,3,ICD,71.6,6,5,1,0,0,0,F,26,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
954,2680,3,ICD,78.5,9,8,2,0,0,0,M,19,Soltero,2025-04-01,2025-04-04,0.2857,2.0,7,ansiedad,,,,Bajo
955,2681,3,ISC,79.4,9,5,3,0,0,0,F,21,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
956,2682,3,ISC,77.9,8,4,3,0,0,1,M,22,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
957,2683,3,IINF,80.6,3,6,1,0,0,0,F,21,Casado,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
958,2684,3,ICD,80.3,10,7,1,0,1,0,F,18,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
959,2685,3,ICD,89.0,8,4,2,0,0,0,M,23,Soltero,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
960,2686,3,ISC,71.0,2,4,2,0,0,1,F,18,Soltero,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
961,2687,3,IINF,94.6,8,7,3,0,0,1,F,23,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
962,2688,3,ISC,91.1,8,5,0,0,1,0,F,20,Soltero,2025-04-01,2025-04-04,0.0,0.0,7,ansiedad,,,,
963,2689,3,IINF,89.6,5,7,1,0,0,1,M,20,Soltero,2025-04-01,2025-04-04,0.7143,5.0,7,ansiedad,,,,Bajo
964,2690,3,IGE,83.0,6,7,3,0,0,1,M,25,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
965,2691,3,ICD,91.7,8,5,1,0,0,1,F,20,Soltero,2025-04-01,2025-04-04,1.2857,9.0,7,ansiedad,,,,Medio
966,2692,3,ICD,82.7,5,7,0,0,1,0,M,28,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
967,2693,3,ICD,74.2,1,7,1,0,1,0,F,19,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
968,2694,3,ISC,80.4,7,8,1,0,1,0,M,19,Casado,2025-04-01,2025-04-04,0.8571,6.0,7,ansiedad,,,,Bajo
969,2695,3,ISC,78.3,7,5,3,0,1,1,M,20,Soltero,2025-04-01,2025-04-04,1.0,7.0,7,ansiedad,,,,Bajo
970,2696,3,ICD,85.8,5,4,0,0,1,0,F,28,Soltero,2025-04-01,2025-04-04,0.1429,1.0,7,ansiedad,,,,Bajo
971,2697,3,ICD,72.9,3,4,2,0,0,0,M,28,Casado,2025-04-01,2025-04-04,0.4286,3.0,7,ansiedad,,,,Bajo
